group,axis1,axis2,axis3,axis4,axis5,axis6,axis7,axis8,axis9,axis10,axis11,axis12,axis13,axis14,axis15,axis16,axis17,axis18,axis19,axis20,axis21,axis22,axis23,axis24,axis25,axis26,axis27,axis28,axis29,axis30,axis31,axis32,axis33,axis34,axis35,axis36,axis37,axis38,axis39,axis40,axis41,axis42,axis43,axis44,axis45,axis46,axis47,axis48,axis49,axis50,axis51,axis52,axis53,axis54,axis55,axis56,axis57,axis58,axis59,axis60,axis61,axis62,axis63,axis64,axis65,axis66,axis67,axis68,axis69,axis70,axis71,axis72,axis73,axis74,axis75,axis76,axis77,axis78,axis79,axis80,axis81,axis82,axis83,axis84,axis85,axis86,axis87,axis88,axis89,axis90,axis91,axis92,axis93,axis94,axis95,axis96,axis97,axis98,axis99,axis100,axis101,axis102,axis103,axis104,axis105,axis106,axis107,axis108,axis109,axis110,axis111,axis112,axis113,axis114,axis115,axis116,axis117,axis118,axis119,axis120,axis121,axis122,axis123,axis124,axis125,axis126,axis127,axis128,axis129,axis130,axis131,axis132,axis133,axis134,axis135,axis136,axis137,axis138,axis139,axis140,axis141,axis142,axis143,axis144,axis145,axis146,axis147,axis148,axis149,axis150,axis151,axis152,axis153,axis154,axis155,axis156,axis157,axis158,axis159,axis160,axis161,axis162,axis163,axis164,axis165,axis166,axis167,axis168,axis169,axis170,axis171,axis172,axis173,axis174
1228.f.dn21,0.394398,-0.007104,0.055731,-0.116548,0.080282,0.079282,0.150466,-0.133761,-0.065238,0.143522,-0.081171,-0.02098,0.027764,-0.103794,-0.002618,-0.033901,-0.037267,0.028792,-0.019386,0.065405,-0.012901,0.008974,0.013159,0.023849,-0.0213,0.019822,0.023225,0.016066,-0.011648,-0.001568,0.015378,0.068401,-0.026784,-0.033308,-0.039943,-0.02702,0.009592,0.036311,0.003515,0.006834,0.019958,-0.005615,-0.006942,0.014123,0.023447,-0.002083,-0.00375,-0.002657,-0.040817,0.047237,-0.030683,-0.010682,0.020434,0.009156,-0.006785,-0.009986,0.031947,0.005265,-0.047695,-0.042058,0.032007,-0.004811,0.018905,0.009649,0.034451,-0.033291,-0.011735,0.057033,-0.062392,0.01545,0.091465,-0.006512,0.01146,-0.079218,0.034008,0.00543,-0.072164,-0.018549,-0.012205,-0.076145,-0.028264,0.032248,-0.003336,-0.071145,-0.020472,0.03448,-0.005748,0.008242,-0.062136,-0.015997,-0.058138,0.039788,0.045722,-0.016342,0.010947,0.088006,0.010637,-0.098964,0.022343,0.030822,0.018819,0.048733,-0.085211,0.072863,-0.036144,-0.018691,0.029907,0.024915,-0.057388,-0.004298,0.006242,-0.049575,-0.004452,-0.053249,-0.004707,0.013132,-0.018798,0.122363,-0.088881,0.030358,0.015963,-0.005442,0.025502,-0.019991,0.011561,0.079651,0.046174,-0.006622,-0.0215,0.016554,0.008774,0.007126,-0.008753,0.011658,-0.049429,-0.033568,-0.025769,0.023301,-0.017671,-0.035137,-0.013512,0.00202,0.005562,0.016063,-0.00839,-0.012679,-0.005723,-0.015932,-0.048668,0.010474,0.02515,0.039678,0.022502,-0.012517,0.024411,0.035386,0.072471,0.032041,0.053692,-0.033164,-0.012717,-0.120396,0.018009,0.011498,0.002314,0.02131,0.037484,-0.026065,0.044138,0.017847,0.02091,0.00183,0.000028,-0.000006
1229.f.d0,0.032354,0.474206,0.029896,0.149965,0.091207,-0.095057,0.084234,-0.012498,-0.005002,-0.073832,0.059493,0.167989,0.028593,0.089313,-0.000405,-0.044689,-0.004743,0.003219,-0.026753,-0.011128,0.082296,0.028904,-0.011343,0.031027,-0.019071,0.018745,0.006561,0.043015,-0.050318,0.062513,0.024368,-0.024595,-0.015899,0.001148,0.029095,0.071779,0.034062,0.008905,0.00962,-0.001409,-0.000349,0.007894,0.010335,-0.01806,-0.030865,0.008394,0.007763,0.000663,0.002119,0.002377,0.011691,0.002717,-0.008315,-0.006305,0.021892,0.009375,-0.027171,0.009696,-0.021104,0.006177,-0.023647,0.008902,0.002265,0.015576,-0.001195,-0.007759,0.007683,0.011195,0.042728,-0.010653,0.038189,0.014364,0.005771,0.023603,0.023388,0.030824,0.0126,-0.024944,-0.012272,-0.02889,-0.054311,-0.025343,-0.043647,-0.028434,0.016546,0.008154,-0.001365,-0.027643,-0.013026,-0.005048,0.005157,0.001141,0.017684,0.024108,-0.025603,-0.005057,-0.008384,0.028078,-0.012451,-0.012224,-0.025794,-0.070166,0.000506,0.08839,0.003015,0.02027,0.003398,-0.041705,0.03507,-0.000132,0.019074,-0.015968,-0.03948,0.064351,0.030794,0.002782,-0.049591,0.034767,0.041662,-0.050807,0.070695,-0.080376,0.020519,-0.054261,0.035841,0.012972,-0.051376,-0.041679,0.041379,-0.027683,0.017019,0.029115,0.037961,0.05042,-0.050235,-0.131181,-0.00162,0.025273,-0.012232,-0.016014,-0.047856,-0.026619,-0.053734,-0.018548,-0.143743,-0.003012,0.018521,0.000942,-0.004373,0.037972,-0.01515,-0.038467,-0.071687,-0.01743,0.043464,0.022474,0.04108,-0.005104,0.010496,-0.054098,-0.005335,0.053447,0.002596,0.013955,0.027791,-0.087036,-0.062905,0.031432,0.076997,0.009936,0.051158,0.006013,-0.000004,-0.000008
1229.f.dn21,0.183906,0.437668,0.022058,-0.032748,-0.094866,-0.276996,0.085304,0.033761,-0.027325,0.023308,-0.015679,0.033266,0.025371,0.028073,0.035186,0.025853,-0.051237,-0.046832,0.011071,0.00839,-0.025576,-0.030481,0.072806,-0.021741,-0.028356,0.005668,0.009966,-0.016387,0.007282,0.053104,-0.031333,-0.028512,-0.005916,-0.024188,0.016865,-0.100702,0.031503,0.030588,-0.067027,0.011161,0.018456,0.011494,-0.002558,-0.010073,-0.020281,0.017662,-0.000273,-0.031391,-0.0309,-0.020617,-0.01869,0.024433,-0.041421,-0.054475,-0.032691,-0.044622,-0.003157,-0.086674,-0.005573,-0.046139,0.004548,0.105597,-0.040803,0.161212,0.044877,-0.001535,-0.034033,-0.027779,-0.001577,0.056908,-0.111122,-0.053005,0.070553,0.091084,0.060026,-0.103525,0.009161,-0.089467,-0.067651,0.009415,-0.009659,-0.017262,0.022722,-0.012577,0.044942,-0.024052,-0.025813,0.023971,0.007919,-0.053888,-0.022821,0.060911,0.009355,-0.00209,0.013734,0.025345,0.071494,0.002501,-0.034328,0.017436,0.020867,0.02054,0.015309,-0.005696,0.020218,-0.007395,-0.024934,0.016931,0.014817,-0.008742,0.000111,-0.018056,0.010718,0.025211,0.011191,-0.009586,0.003975,0.003439,-0.023764,0.015158,-0.006501,0.00521,0.034536,0.023775,-0.009302,-0.002769,0.007284,0.021014,-0.010107,-0.004696,-0.031505,-0.009803,0.001016,0.00056,-0.016116,0.019973,-0.0098,-0.032374,-0.045265,0.004647,0.005316,0.008473,0.020668,-0.013994,0.032428,-0.051691,0.017739,-0.020764,-0.038235,0.018935,0.01903,-0.016677,-0.004696,-0.040417,0.001234,-0.017649,-0.016489,-0.022917,0.008981,-0.002611,0.004936,0.00031,0.005154,-0.013259,-0.0086,0.030855,0.036358,0.079085,-0.010585,-0.045783,0.069729,-0.003575,-0.000047,-0.000011
1230.f.d0,0.342683,-0.055012,-0.140609,-0.049362,-0.035129,-0.081851,0.03778,0.061282,0.041835,-0.014467,0.008469,0.126284,0.011107,0.024073,-0.030089,-0.023784,-0.023344,0.009866,0.004003,-0.02074,0.042607,0.034377,-0.034819,0.012094,-0.029188,0.002852,0.030211,-0.008893,-0.006423,0.035616,0.011508,-0.025085,-0.041562,-0.021961,0.019233,0.00285,0.026416,-0.004765,0.0076,0.016667,0.006262,0.003122,0.024437,0.070865,0.026881,-0.056241,0.002299,0.04316,-0.022969,-0.029952,0.047642,-0.000189,0.011112,0.051823,0.008844,0.094034,-0.043825,-0.017566,-0.045874,0.053444,-0.099314,-0.013864,0.018528,0.134267,-0.060681,-0.037824,-0.010342,0.077668,-0.015774,0.017874,0.037129,-0.078872,-0.068528,0.050789,0.029334,0.065222,-0.077275,0.029487,-0.002889,0.00894,0.017761,0.030184,0.048263,-0.11171,-0.045939,-0.027517,-0.034536,0.075489,0.063644,0.054326,-0.030732,0.018911,0.035601,-0.038447,-0.010457,0.029184,0.010611,-0.043479,-0.003183,-0.007822,-0.022,0.03823,0.021263,-0.0243,0.023431,-0.046697,-0.004272,0.063879,0.046417,0.027162,0.020332,0.01403,-0.013567,0.035401,0.015073,-0.047026,0.026181,-0.042596,0.004576,-0.019178,-0.051091,-0.00057,0.011785,-0.000712,0.053338,0.00428,-0.024911,0.034978,0.041955,0.047655,-0.032286,0.021486,-0.024519,0.020885,-0.022693,0.001983,0.011395,-0.052677,-0.049656,-0.013043,0.04662,0.002593,0.009017,-0.02439,0.029353,-0.00427,0.033186,-0.029193,0.048633,0.003975,0.004792,0.028748,-0.012908,-0.013673,-0.002388,-0.023424,-0.096543,-0.00082,0.005164,0.028949,-0.030658,0.004989,0.030458,0.004768,-0.00182,0.006866,-0.025648,-0.043682,0.023257,0.073709,-0.012446,0.008984,0.000119,0.000001
1230.f.dn21,0.442917,-0.073024,-0.005865,-0.045968,-0.089466,-0.14756,0.050461,0.035971,0.017908,0.03257,-0.003025,0.061335,0.023008,0.022563,0.035854,0.023269,-0.014854,0.002097,-0.009661,0.0065,0.00024,-0.022282,-0.003215,-0.036893,-0.009229,0.046031,0.020634,-0.028411,-0.005143,-0.025034,-0.007792,0.021289,-0.010971,0.015829,-0.010335,-0.027021,-0.004017,-0.012026,-0.01966,0.016462,0.006365,-0.016889,-0.071899,-0.028678,0.025001,0.03101,-0.053857,-0.007611,0.011255,-0.004943,-0.025416,0.002245,0.014123,0.007271,-0.03618,-0.062321,0.082048,0.030652,0.086159,-0.097831,0.059067,0.007354,-0.009618,-0.041682,0.078488,0.024254,0.031716,0.051204,0.046092,0.009416,-0.034775,0.011023,0.085266,-0.06337,-0.055159,0.009523,0.039585,-0.016238,-0.063171,-0.020372,-0.0343,0.016518,-0.058104,0.040659,-0.006579,0.044827,-0.013689,-0.027934,-0.07516,-0.007557,0.092115,-0.089056,0.046613,-0.058855,0.030573,-0.076113,0.073553,-0.020622,-0.015232,-0.00397,-0.007285,0.022332,0.066124,0.042298,-0.010909,0.037415,-0.03201,0.009485,0.068425,0.035944,0.005072,0.005879,-0.019598,0.010402,0.030271,0.007258,-0.035399,-0.009916,-0.020739,0.043656,-0.025595,0.043502,0.012877,-0.022022,0.079323,-0.054423,0.045117,0.019461,0.070416,0.018729,0.021396,-0.017427,-0.04427,0.019601,-0.048097,-0.003671,0.007752,-0.002781,-0.007776,0.023879,-0.011223,0.022689,0.022932,-0.027863,0.015138,-0.003178,0.017814,-0.030947,0.025817,-0.020247,0.00164,0.010456,-0.021292,-0.011441,-0.026336,-0.02523,-0.089595,0.031172,0.000932,0.026439,-0.057037,0.009583,0.013182,0.018183,0.014919,-0.014991,-0.031683,-0.069588,0.060194,0.078632,0.005432,-0.012296,0.000082,-0.000002
1230.f.dn35,-0.224473,0.024372,-0.081722,-0.279246,0.339315,0.024027,0.143347,-0.153687,0.043201,0.049453,-0.010773,-0.023822,0.033032,0.072745,-0.039122,-0.067221,-0.051302,-0.009378,0.038928,-0.019829,0.020212,-0.080102,0.043753,-0.000487,-0.055165,-0.055921,0.024842,-0.071422,-0.009621,0.010974,-0.032069,0.008688,0.010977,-0.114414,0.038602,-0.010709,0.008055,-0.028881,-0.006563,0.015483,-0.012711,0.021844,0.004303,-0.060225,-0.024428,0.000529,0.009976,0.006066,-0.007635,-0.006382,-0.022797,0.005444,-0.045617,-0.014557,0.021589,-0.00837,0.000622,0.03608,0.020943,0.020304,-0.002667,0.022652,0.015598,0.042697,-0.009819,-0.018761,0.001713,-0.01303,-0.016372,-0.017042,0.016524,0.018528,0.000194,-0.029513,-0.044837,0.02801,0.016072,0.027066,-0.002725,-0.003197,0.023387,0.004694,-0.012156,0.007001,-0.048309,-0.042288,-0.014726,-0.051755,-0.010448,-0.013594,-0.018461,-0.001279,0.040999,0.046218,0.102914,-0.016902,-0.073603,-0.064801,-0.063666,-0.072227,-0.108693,0.03732,0.046071,-0.048647,0.01553,0.096354,0.039672,0.015535,-0.045313,-0.04515,0.055692,-0.029563,-0.04781,0.013333,-0.021314,0.010869,0.061891,0.001985,-0.014907,0.019099,-0.012057,0.021742,0.033202,0.0743,-0.021305,-0.013792,-0.001616,0.022624,-0.010666,-0.064569,0.020446,0.002291,0.030868,-0.006989,-0.051629,-0.012851,0.045032,-0.003444,0.003047,0.019312,-0.009553,-0.035213,-0.029395,-0.031733,0.035229,0.014589,-0.005144,0.023197,-0.022526,-0.041826,0.016569,-0.043089,-0.021427,-0.011303,-0.04648,-0.03111,-0.006331,0.02672,0.007645,0.003571,-0.006224,-0.024288,-0.040411,0.075095,-0.03205,-0.044694,-0.064321,0.070868,-0.045099,0.036172,-0.010572,0.003047,0.000038,-0.000005
1231.f.d0,0.189882,0.385869,-0.037567,-0.11256,-0.096424,-0.286161,0.049513,0.073356,0.031016,0.029738,0.058201,0.067159,0.005857,0.052052,0.053065,0.01713,-0.0433,0.026635,0.048986,-0.054511,0.049663,0.036453,-0.032427,0.024978,-0.048464,0.042533,0.069394,-0.06372,0.018994,-0.018984,0.007932,0.007032,-0.046792,-0.011053,-0.015885,-0.002902,0.047613,-0.039073,0.016864,-0.038337,-0.001952,-0.018699,-0.01142,-0.005767,0.00893,0.003089,-0.026765,0.01116,0.004932,-0.014095,0.018086,-0.013695,0.014016,0.057084,0.055761,-0.001216,0.008888,0.066381,0.028398,-0.010633,-0.066627,-0.097842,-0.026536,-0.027188,-0.048944,-0.042163,0.083556,0.030214,0.005217,-0.013079,0.012642,-0.034955,0.006455,-0.089304,-0.103628,0.10076,0.031202,0.082672,0.019519,-0.008863,0.015572,0.021423,-0.026593,-0.000659,-0.000019,0.00041,-0.007302,-0.013474,-0.023273,-0.042432,0.082908,0.00588,0.000635,0.004974,-0.049963,0.041546,-0.052411,0.031922,0.001265,0.026589,0.001392,0.000106,-0.006183,-0.003291,-0.061292,-0.050228,-0.068519,-0.052299,0.011013,-0.04572,-0.018902,0.007642,-0.037497,-0.074444,-0.079648,0.043955,0.034608,-0.010383,0.045182,-0.021064,0.04211,-0.018153,0.003122,-0.009475,-0.022535,0.00408,-0.004128,0.044571,-0.041589,0.028466,-0.022642,-0.002266,-0.024777,0.027992,-0.021665,0.030926,-0.021911,-0.018393,-0.011042,-0.046699,-0.015328,0.012464,0.026622,0.02512,0.048738,-0.034357,-0.002083,-0.047821,-0.075849,0.0031,0.039836,-0.007641,0.005674,-0.0225,0.014173,-0.019346,-0.011396,-0.01634,-0.022051,0.008854,0.024423,-0.019182,0.011271,-0.025901,-0.019757,0.03154,0.029917,0.072119,-0.03344,-0.041029,0.052927,-0.00902,-0.000025,-0.00001
1231.f.dn21,0.291304,0.235621,-0.087533,-0.066313,-0.124866,-0.130702,0.061202,0.032604,0.015939,0.001008,0.013682,0.137197,0.035838,0.05896,0.057348,0.025075,-0.018474,-0.006763,-0.020948,-0.020054,-0.020287,-0.016021,0.022536,-0.054787,0.008315,0.016541,0.000923,-0.042163,0.004427,-0.007782,0.00074,0.011573,0.023426,-0.003228,0.007233,0.006731,-0.043152,0.019366,0.004209,0.009479,-0.004667,0.010676,0.02449,-0.027241,0.000488,-0.000065,0.018212,-0.013622,0.003022,0.001674,-0.003074,-0.01633,0.006878,-0.026016,-0.01272,-0.01766,0.009291,-0.050863,-0.048333,-0.001315,0.094005,0.00458,0.003816,-0.062335,0.010602,-0.032097,-0.078137,-0.098293,0.066337,-0.006024,0.106694,0.081017,-0.052474,0.028549,0.132078,-0.002761,-0.006102,-0.087422,-0.032899,0.030602,-0.001781,-0.018452,0.01256,0.003558,-0.03546,-0.020733,-0.050777,-0.002331,0.012228,0.042942,-0.015393,-0.053329,-0.006739,-0.028382,-0.031987,-0.087043,-0.092559,-0.042127,-0.063488,-0.013889,-0.033105,-0.024638,-0.078556,0.024528,-0.015181,-0.066506,-0.03214,-0.055279,-0.001227,-0.016528,0.002661,-0.04053,-0.113251,-0.035571,-0.083634,0.010938,0.029525,-0.025241,0.000434,-0.021998,0.004174,0.071104,-0.038042,-0.025503,0.026555,0.019256,-0.012294,-0.005284,0.031355,0.046975,-0.011711,0.012762,-0.047971,-0.015988,-0.000663,-0.03655,-0.001897,0.002037,0.044821,-0.024718,0.039464,-0.017188,-0.015436,0.032892,-0.009008,0.01693,-0.010246,-0.007539,0.019043,-0.084166,0.006481,0.009256,-0.004409,0.016958,0.015316,-0.023073,-0.031589,-0.019003,0.011936,0.034839,-0.045229,-0.039766,0.044028,-0.04998,-0.059342,-0.005561,0.017678,0.021712,-0.039444,-0.015274,-0.025671,-0.004915,0.000039,-0.000005
1231.f.dn35,-0.29674,-0.021842,-0.119302,-0.040991,0.139061,0.009543,-0.029357,0.008144,0.023098,-0.011961,-0.009103,0.012877,-0.002903,0.011227,0.085889,-0.001056,-0.057426,0.057148,0.004,-0.037797,0.052975,-0.157101,0.027505,-0.06181,0.009527,-0.093683,-0.002239,0.011504,-0.051995,-0.027913,0.01437,-0.0342,0.007462,-0.112246,0.068032,-0.060397,0.119724,-0.040443,-0.006012,0.008389,-0.000037,-0.001032,-0.009897,0.007937,-0.024273,0.004263,-0.014844,0.021465,-0.020664,-0.020007,-0.016612,0.014068,-0.010344,0.093768,0.020808,0.015542,0.004868,0.018693,0.079733,-0.007586,0.086983,-0.001898,-0.037751,-0.050445,-0.045148,0.060428,0.004419,0.003865,0.012444,-0.007277,0.004775,0.054546,-0.047345,-0.046755,0.024695,-0.076811,-0.071427,-0.004324,0.057505,-0.04639,-0.024172,-0.004839,0.094791,0.025415,-0.002493,-0.006364,-0.021574,0.026906,0.050423,0.040364,0.081805,0.052536,0.038595,0.012471,-0.052021,-0.031943,-0.005797,0.024994,-0.001451,0.124965,0.029494,0.056519,-0.015163,-0.016482,0.003845,-0.011249,0.028934,-0.037044,0.058824,0.039933,0.010989,-0.000898,-0.00192,0.052185,0.008769,-0.051096,-0.020127,0.046239,0.029114,0.005617,0.004164,-0.009905,0.02624,-0.016577,-0.076001,0.01396,-0.022098,0.001822,0.012964,0.037089,0.010928,0.055526,-0.019609,0.031776,0.027277,-0.022359,0.016232,0.023696,-0.011745,-0.011266,0.030329,-0.018571,0.006304,-0.030889,0.014094,-0.012319,0.025865,0.012808,-0.012372,-0.004733,-0.042942,-0.013167,-0.021922,-0.018995,-0.027245,0.037283,0.02846,0.009273,0.004391,-0.013002,-0.021376,0.014235,-0.032301,-0.047818,0.009658,0.010461,0.051814,-0.036398,-0.018754,0.021222,0.02914,-0.023305,0.000031,-0.000005
1233.f.d0,-0.454214,0.038362,0.201421,0.036825,-0.016876,0.052162,0.044382,0.052279,0.118229,0.116658,0.101404,-0.047935,-0.117166,0.078597,0.134075,0.04417,-0.069456,-0.085452,-0.050505,0.044695,0.111956,-0.047629,-0.006121,-0.035976,-0.063826,-0.00208,-0.037523,-0.002174,-0.054024,-0.007518,0.053849,-0.06733,0.016052,0.001992,0.012708,-0.089514,0.014746,0.032864,0.04696,0.036758,0.010494,0.010244,-0.011196,-0.008359,-0.013139,0.029897,0.028799,-0.036914,0.000278,0.026077,-0.022953,-0.019885,0.038298,-0.06221,-0.026143,0.014201,0.020892,-0.012553,-0.016677,0.033452,-0.025529,0.019875,0.020281,-0.018034,0.013401,-0.012441,0.001095,0.00639,-0.034147,0.008174,-0.032868,-0.029398,-0.045143,-0.000088,0.010305,0.029316,0.016502,-0.003871,-0.00265,-0.008434,0.029262,0.060076,-0.008361,0.011851,0.03938,-0.037548,0.093595,0.03174,-0.041476,0.044649,0.044869,0.020617,0.01931,0.114051,0.012264,-0.048861,-0.052714,-0.053085,0.064068,0.011473,0.002985,-0.024038,-0.077611,-0.011281,-0.093964,-0.005856,-0.059431,0.104047,0.046633,-0.002151,-0.020265,-0.004508,0.020594,-0.036511,0.042304,-0.03132,-0.024562,-0.006455,0.084912,-0.027193,-0.033098,0.022741,-0.020784,0.046538,0.067051,0.036265,0.034674,-0.051026,0.044388,-0.031897,-0.010985,0.022803,-0.025734,-0.032152,-0.031163,-0.005747,-0.011381,0.016575,0.03631,0.013271,0.046933,0.039291,-0.000655,0.013853,0.009371,0.023166,0.001956,-0.056108,-0.026621,-0.027951,0.048722,-0.051531,-0.007489,-0.044284,-0.058017,0.028406,0.003135,-0.003634,-0.017476,-0.009476,0.055399,0.002863,0.00581,0.009071,-0.01442,-0.001381,0.001137,-0.009657,0.046099,-0.010868,-0.02443,0.019348,0,-0.000008
1233.f.dn21,-0.009657,-0.10012,-0.234804,0.037975,0.075108,-0.018684,-0.052662,-0.000651,-0.019635,-0.002661,0.020466,0.009737,-0.002312,0.011391,-0.034842,0.053035,-0.017306,-0.020055,0.022934,-0.002053,0.070163,-0.074622,-0.032245,-0.042229,-0.024868,-0.015013,0.034007,-0.013827,0.027783,-0.023601,-0.052086,-0.049624,-0.050536,-0.018229,0.068596,-0.01865,0.105999,0.092256,-0.015562,0.07599,0.062104,-0.003437,0.068987,-0.171212,0.146702,-0.070752,-0.012035,-0.041547,0.049792,0.059412,0.013157,-0.055877,-0.054145,-0.072708,-0.021518,0.082619,0.00048,0.047799,0.027108,-0.01738,-0.002331,0.033664,0.045976,-0.027798,-0.059828,-0.063138,0.004585,-0.009258,0.008776,0.025245,0.044919,-0.008913,0.069342,0.026491,-0.022819,0.010984,0.032746,0.029654,0.055477,-0.014324,0.00415,0.000902,-0.010505,0.02983,-0.045203,-0.002651,-0.049764,0.01325,-0.002219,0.001671,-0.030596,0.00748,-0.041056,-0.057024,0.032971,-0.019284,0.007919,0.021807,0.038974,-0.068525,0.029518,-0.023187,-0.003773,-0.004052,0.047676,-0.043606,0.029273,-0.012781,0.004133,-0.029405,-0.02677,-0.008849,0.000917,0.012,-0.007704,-0.063433,-0.016144,0.053821,-0.059449,-0.015241,0.023815,-0.004137,-0.000207,-0.075386,0.031428,-0.036177,0.0002,-0.010641,-0.044957,-0.021827,0.014371,-0.008307,-0.060448,0.001195,0.01553,0.04576,0.040796,-0.018466,0.012553,0.00681,-0.001791,0.026877,-0.001212,0.018273,0.001739,0.005203,-0.021581,-0.004324,0.034371,0.022827,0.008414,-0.029292,0.019569,-0.013596,0.00592,-0.006298,-0.008617,-0.023589,0.023255,-0.028152,0.015798,0.012723,0.026043,-0.007186,0.000027,0.003689,0.045668,-0.02065,0.037858,0.002593,-0.015842,0.008956,-0.000066,-0.000013
1240.f.d0,-0.344277,-0.047892,0.115354,-0.016899,-0.003683,0.096388,0.147082,0.286602,0.068474,0.125668,0.119822,-0.034808,0.173617,0.023067,0.11856,-0.031171,0.048906,-0.110495,0.061155,-0.002285,0.075536,0.055694,0.070767,0.05043,-0.0335,-0.006605,0.034266,0.03318,0.078085,-0.038711,-0.022815,0.031853,0.089249,-0.057431,0.011465,-0.014798,0.00955,0.02532,0.035019,0.03419,0.011059,0.001968,0.024657,-0.006609,0.050707,-0.000877,0.015642,0.040846,-0.050648,-0.018473,-0.015023,-0.010081,0.000564,-0.031646,0.000176,0.035474,-0.017865,-0.000393,-0.052551,-0.060627,-0.032667,-0.014752,0.037611,0.001833,0.051726,0.029415,0.05645,-0.041607,0.053396,0.012527,-0.045946,0.023247,-0.143795,-0.013291,0.004919,-0.049373,-0.059965,-0.028385,-0.016041,-0.007323,0.021661,-0.007701,-0.028488,0.019663,-0.006213,0.081053,0.02503,0.044161,-0.020132,-0.001511,0.019613,-0.017043,-0.023531,0.011216,0.034789,0.004312,0.048569,0.03721,0.042288,-0.008621,0.006718,0.013421,0.012903,-0.008701,0.016572,0.035139,0.046332,-0.019483,-0.003086,-0.017829,0.021137,0.012869,0.009021,0.007482,-0.045375,0.011659,-0.013999,0.052389,0.026888,0.037201,0.013324,0.037106,-0.011959,0.027212,0.002545,-0.04694,-0.028323,0.023849,-0.038927,0.03012,-0.02881,-0.033894,0.005056,0.070526,-0.011433,0.014586,-0.042513,-0.031258,0.059244,-0.059987,-0.054511,-0.051729,-0.06371,0.053878,0.038403,0.000458,0.062438,-0.058786,0.047801,0.033099,-0.027086,0.026533,-0.004455,0.044216,0.036686,-0.035485,-0.002989,-0.009125,-0.000694,-0.036919,-0.005927,-0.001297,-0.021584,-0.002236,-0.004119,-0.023261,0.002561,0.002168,0.00379,0.018744,-0.004823,0.001255,0.000016,-0.000007
1240.f.dn21,-0.226078,0.018093,-0.132149,0.012971,0.173739,0.033246,0.076751,0.16649,0.055702,0.079543,0.089168,-0.030113,0.081802,-0.021585,-0.006088,-0.022272,0.05989,-0.084486,-0.00021,-0.047671,0.018264,-0.007343,-0.022101,0.033355,0.024207,0.066867,-0.00767,-0.041572,0.027799,-0.023894,-0.017747,-0.002679,0.017065,0.014989,0.021629,-0.040925,-0.010159,-0.02194,0.01809,0.020029,0.003261,0.001599,0.008286,-0.018784,0.009068,0.002887,0.017592,0.000735,-0.010396,0.002661,-0.003825,-0.011989,0.017684,-0.011393,-0.00189,0.027055,0.002807,0.014284,0.001773,-0.047163,-0.024824,-0.011115,-0.049755,-0.035223,-0.000041,0.041026,0.049205,-0.016883,-0.009674,0.034039,-0.034071,-0.038015,-0.022594,0.014739,0.097879,0.013757,-0.036846,-0.023839,0.040996,-0.000515,0.045652,-0.007303,-0.088122,0.020511,-0.026887,0.105731,-0.100525,-0.026537,0.073705,-0.034876,0.028307,-0.019121,0.044024,0.02849,-0.004123,0.055821,0.022574,-0.045339,0.060408,0.044701,-0.069998,-0.069935,0.006076,-0.007445,0.016011,-0.007938,-0.05239,-0.00142,-0.026753,-0.024969,0.058576,0.000263,-0.041485,-0.024179,0.05871,0.025636,0.037746,-0.082576,-0.047256,-0.039822,-0.004996,-0.042306,0.011675,-0.036924,0.019508,0.091471,0.062188,-0.06121,0.023947,-0.067728,0.020401,0.033594,0.032625,-0.059665,0.021999,0.03027,0.069141,0.023983,-0.066381,0.066398,0.035851,0.018286,0.068749,-0.025144,-0.017281,0.048937,-0.039218,0.008624,-0.042734,-0.002298,-0.006585,-0.003471,-0.012265,0.025034,0.069037,-0.005442,0.008594,0.011059,0.048706,0.015431,-0.02341,0.026983,-0.052242,-0.052512,0.03281,0.037007,0.011471,-0.002205,-0.017585,0.019047,0.004485,-0.01898,0.000026,-0.000006
